coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
460299,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460300,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460304,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
460306,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
460309,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460310,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460311,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460312,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
460313,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460314,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460315,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460316,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460317,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460318,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460319,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460320,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460321,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
460864,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
460870,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
460873,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
460875,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
462320,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
462321,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
462322,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
462323,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
462405,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
462406,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
462407,Habitat,,"mixed forest",,,2021-04-28T08:23:21Z,egbot,
462408,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
462409,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
462410,Habitat,,"woody wetlands",,,2021-04-28T08:23:21Z,egbot,
463178,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463179,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463180,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463181,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463182,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463183,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463184,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463185,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463186,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463187,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463188,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463189,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463190,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463192,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463193,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463194,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463195,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463196,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463197,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463198,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463199,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463200,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463201,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463202,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463203,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463204,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463205,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463206,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463207,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463208,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463209,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463211,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463212,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463213,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463214,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463215,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463216,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463217,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463218,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463219,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463382,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463383,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463384,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463385,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463386,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463387,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463388,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463389,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463390,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463391,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463392,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463393,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
463394,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479358,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479360,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479361,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479362,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479363,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479364,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479365,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479369,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479370,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479371,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479372,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479373,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479374,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479375,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479376,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479379,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479380,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479381,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479382,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479383,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479384,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479385,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
479386,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664179,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664181,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
664183,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664184,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664185,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664186,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664187,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664188,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664189,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664190,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664191,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664192,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664193,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664194,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664195,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664196,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664197,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664198,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664199,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664201,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664202,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664203,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664204,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664206,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664207,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664214,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664215,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664220,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664222,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664223,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664226,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664246,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664247,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664248,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664250,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664251,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664253,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664254,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664258,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664259,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664261,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664262,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664263,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664264,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664269,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664275,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664284,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664293,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664299,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
664308,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
664326,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737820,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737821,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737822,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737823,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737824,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737825,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737826,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737827,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737829,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737830,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737831,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737832,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737833,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737834,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737835,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737836,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737837,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737838,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737839,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737840,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737841,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737842,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737843,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737845,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737846,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737847,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737848,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737849,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737850,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737851,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737852,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737853,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737854,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737855,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737856,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737857,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737858,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737859,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737860,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737861,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737862,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737863,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737864,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737865,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737866,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737867,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737868,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737869,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737870,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737871,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737872,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737873,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737874,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737875,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737876,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737877,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737878,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737879,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737880,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737881,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737882,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737883,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737884,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737885,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737886,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737887,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737888,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737889,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737890,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737891,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737892,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737893,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737895,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737896,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737897,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737899,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737900,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737901,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737902,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737903,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737904,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737905,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737906,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737907,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737908,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737909,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737910,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737911,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737912,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737913,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737914,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737915,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737916,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737917,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737918,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737919,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737920,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737921,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737922,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737923,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
737924,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737925,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737926,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737927,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737928,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737930,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737931,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737932,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737933,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737934,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737935,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737936,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737937,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
737938,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
780532,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
780533,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782273,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782274,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782277,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782278,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782279,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782280,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782281,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782282,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
782283,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
782284,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782285,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782287,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782289,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782290,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782291,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782292,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782294,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782296,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782297,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
782299,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782300,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782301,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782304,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782305,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782307,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
782309,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782310,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782311,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782312,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782313,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782314,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782315,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
782316,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
783170,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
783219,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
783230,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783247,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783248,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783252,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783253,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
783254,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
783255,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
783257,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
783259,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
783262,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
783266,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
783298,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783314,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783333,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783334,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783336,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783338,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
783339,Habitat,,"evergreen forest",,,2021-04-28T08:23:21Z,egbot,
786584,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
786605,Habitat,,"shrub scrub",,,2021-04-28T08:23:21Z,egbot,
786614,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786621,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786634,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786641,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786646,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786651,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786658,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786668,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786701,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786702,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786703,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786704,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786705,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786706,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786707,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786708,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786709,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786710,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786711,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786712,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786713,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
786714,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
