coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
309123,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309126,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309129,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309130,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309132,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309133,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309135,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309136,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309138,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309139,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309141,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309142,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309144,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309147,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309148,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309150,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309151,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309153,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309154,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309156,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309157,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309159,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309160,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309162,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309163,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309165,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309168,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309169,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309171,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309174,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309175,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309177,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309178,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309180,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309181,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309183,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309184,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309186,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309189,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309190,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309193,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309195,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309199,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309201,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309202,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309208,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309210,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309211,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309213,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309214,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309216,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309217,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309219,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309223,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309238,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309249,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309252,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309258,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309261,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309267,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309270,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309271,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309273,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309282,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309283,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309289,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309292,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309298,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309307,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309310,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309315,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309316,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309324,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309325,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309327,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309330,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309331,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309333,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309339,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309345,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309351,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309352,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309355,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309357,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309358,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309361,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309363,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309364,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309366,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309369,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309370,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309372,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309373,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309376,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309380,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309384,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309385,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309388,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309389,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309392,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309393,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309394,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309396,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309397,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309400,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309404,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309406,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309408,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309409,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309411,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309412,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309414,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309416,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309418,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309422,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309430,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
309435,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309438,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309439,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309442,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309443,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309447,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
309454,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
311425,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311426,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311427,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311428,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311430,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311434,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311435,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311437,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311438,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311439,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311441,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311443,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311444,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311449,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311450,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311451,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311452,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311454,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311457,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311458,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311460,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311461,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311463,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311464,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311466,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311467,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311469,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311470,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311471,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311473,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311475,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311476,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
311477,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311480,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311481,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311483,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
311485,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
317125,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317129,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317130,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317131,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317134,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317274,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317291,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317293,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317300,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317302,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317312,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317313,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317314,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317316,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317317,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317320,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317324,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317326,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317327,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317330,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317338,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317339,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317342,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
317343,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
321452,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
321453,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
326221,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
326222,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
326229,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
326236,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
326404,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
394221,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
394222,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
394233,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
395537,"Soil Type Order",,Ultisols,,,2021-04-28T08:50:57Z,egbot,
395552,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
400336,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400342,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400344,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400356,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400388,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400390,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400412,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400433,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400437,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400450,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400452,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400456,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400464,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400466,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400470,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400473,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400474,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400477,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400482,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400484,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400486,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400487,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400502,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400505,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400518,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400519,"Soil Type Order",,Mollisols,,,2021-04-28T08:50:57Z,egbot,
400669,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400672,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400674,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400676,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400677,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400678,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400682,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400686,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400687,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400703,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400712,"Soil Type Order",,Mollisols,,,2021-04-28T08:50:57Z,egbot,
400717,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400729,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400749,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400772,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400773,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400781,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400782,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400783,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400785,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400911,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400920,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400922,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400924,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400935,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400940,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400943,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
400961,"Soil Type Order",,Entisols,,,2021-04-28T08:50:57Z,egbot,
402021,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402026,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402035,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402042,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402046,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402052,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
402056,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
402057,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402068,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402070,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402072,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402079,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402081,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402088,"Soil Type Order",,Histosols,,,2021-04-28T08:50:57Z,egbot,
402092,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402097,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402100,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402103,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402105,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402106,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
402111,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402119,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402125,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402126,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402129,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402130,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402141,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402142,"Soil Type Order",,Inceptisols,,,2021-04-28T08:50:57Z,egbot,
402145,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402151,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402152,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402155,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402159,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402161,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
402162,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402167,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
402173,"Soil Type Order",,Histosols,,,2021-04-28T08:50:57Z,egbot,
402174,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402179,"Soil Type Order",,Histosols,,,2021-04-28T08:50:57Z,egbot,
402189,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
402194,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402203,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402205,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402207,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402209,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402215,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402217,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402220,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402221,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402223,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402227,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402231,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402233,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402235,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402236,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402237,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402239,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402240,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402255,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
402258,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402261,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
402263,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
402272,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402277,"Soil Type Order",,Histosols,,,2021-04-28T08:50:57Z,egbot,
402287,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402289,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402291,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402295,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402297,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402299,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402301,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402305,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402306,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402307,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402309,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402311,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402317,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402319,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402321,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402329,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402331,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402335,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402339,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402343,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402345,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402347,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402349,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402351,"Soil Type Order",,Spodosols,,,2021-04-28T08:50:57Z,egbot,
402354,"Soil Type Order",,Alfisols,,,2021-04-28T08:50:57Z,egbot,
